Hotel_Name,Average_Score,Hotel_Address,Review_Date,Postal_Code,City,lat,lng,Clean_Tags,Positive_Review,Negative_Review
The Berkeley,9.1,Wilton Place Knightsbridge Westminster Borough London SW1X 7RL United Kingdom,7/8/2017,SW1X 7RL,London,51.5020912,-0.1577795,"Leisure trip, Couple, Deluxe King Room, Stayed 1 night, Submitted from a mobile device","The Berkeley is the most wonderful place to stay in London The staff especially the doormen always give us the best welcome, It s not like London Things work Staff are professional It s clean It s spacious The food is excellent You get looked after It s genius, Restaurant staff were excellent","We only had one night and would have loved to stay longer, The roof garden is a little bijoux Head up early if the sun breaks through, Check in was delayed by 3 5 hrs after complaining twice the duty manager sorted it and then made a big effort to try to make our stay perfect sadly the initial issues did leave their mark A shame as everything else was amazing"
The Bloomsbury Hotel,9.0,16 22 Great Russell Street Camden London WC1B 3NN United Kingdom,8/2/2017,WC1B 3NN,London,51.5171671,-0.1290534,"Leisure trip, Couple, Studio Suite, Stayed 1 night","It was a lovely experience Food fabulous room amazing but no view Bed was so comfy We ll stay there next time we re in London going to the theatre The staff were lovely, It was very kind of the hotel who had wrapped and messaged a Happy Birthday handmade slice of cake and left it in the bedroom for my mother for her 70th The room interior was beautiful and it was a gorgeous quality of bedding The entrance hall and flowers were spectacular and the hotel cosy and a warm feel, Staff were particularly helpful polite and friendly who did their best to mitigate the one problem we did have","Nothing really, Being woken at 0745 by a pneumatic drill so loud I thought it was going to come through the bedroom wall, No hairdryer"
The Bryson Hotel,7.8,124 Clerkenwell Rd Camden London EC1R 5DJ United Kingdom,7/2/2017,EC1R 5DJ,London,51.5220869,-0.1082443,"Business trip, Solo traveler, Standard Double Room, Stayed 1 night","Fast check in room to a good standard and well equipped good value for money and excellent location Overall a comfy and pleasant stay Only a couple of stops on tube from Euston, Shower was fancy rooms had everything in that you d expect Clean comfy and fancy bedside lights too I enjoyed staying there and it was close enough to everywhere I needed to get to, Really clean modern design friendly staff in a good location","breakfast is a bit basic, Could ve been something in the windows between the curtains and the glass Not necessarily net curtains etc but something Felt like I had to keep lights on and curtains shut even during the day, A really minor point but there wasn t a plug socket near the mirrors which made hair styling more difficult"
The Capital,9.0,Basil Street Knightsbridge Kensington and Chelsea London SW3 1AT United Kingdom,7/31/2017,SW3 1AT,London,51.4997486,-0.1615242,"Leisure trip, Couple, Small Double Room, Stayed 1 night","Bar sitting areas etc very comfortable and relaxing Attentive staff who kindly let us into our room early as we were suffering from jet lag It was unexpected and very much appreciated Enjoyed a really good and quiet breakfast in the Metro next door Brilliant location for Harrods, Outlaws Restaurant is small and cosy Very good food Excellent breakfast with superb service Good service in the bar A small intimate hotel with a very good atmosphere Within 100yds of Harrods and 200yds of Harvey Nichols Very friendly, Everyone was so nice and I like the decor I came in before check in time and was upgraded so I don t wait and left after checkout time and they didn t say anything","Room was not quite as luxurious as I was expecting but perfectly acceptable, The bathtub was a bit short the heater noisy tv sound crap and the bed too firm for my liking I was shown where the light switchs are lol, Nothing we didn t like"
The Cavendish London,8.8,81 Jermyn Street Westminster Borough London SW1Y 6JF United Kingdom,8/2/2017,SW1Y 6JF,London,51.5077459,-0.1378733,"Leisure trip, Couple, Classic Double Room, Stayed 3 nights, Submitted from a mobile device","Fantastic location in really easy reach of every landmark, Very well equipped room with good air conditioning and very comfortable bed Lots of provisions including tea and coffee water iron and ironing board and even an umbrella Breakfast was excellent including good gluten free bread, It was a 50th birthday treat for my wife I d requested one of the two rooms two adult daughters accompied us be ready before 2pm to freshen up as we had aft tea at the ritz booked for 3 30pm and we were coming by train and one room was ready for 1 30pm when we came back from the ritz our room was ready and had a 50th birthday card and a bottle of champagne on ice with two glasses on the side cannot thank them enough what a fantastic thing to do","Breakfast should be included within the rate paid as it was expensive just for a room for 3 nights, Noisy building site next door but that s not the hotel s fault, Room was a bit small but there are options for bigger ones"
The Chamberlain,8.9,130 135 Minories City of London London EC3N 1NU United Kingdom,1/7/2016,EC3N 1NU,London,51.5122457,-0.0757326,"Business trip, Solo traveler, Luxury Double Room, Stayed 1 night, Submitted from a mobile device","Good value for money Spot on for location, Good value for money for the City of London near the Tube, Apologised and offered free drinks because the lift was out of order A very minor thing but so nice they addressed it so well","Rooms on the cold side air con needs to be re gases, The lift wasn t working and there was a small brawl in the bar, ignored by waitress at breakfast forgot coffee toast jams milk jug sugar and spoons"
The Chelsea Harbour Hotel,8.6,Chelsea Harbour Hammersmith and Fulham London SW10 0XG United Kingdom,8/2/2017,SW10 0XG,London,51.4756558,-0.1813888,"Leisure trip, Family with young children, Marina Double Suite, Stayed 1 night","As always a very nice experience at this hotel Staff are great food excellent A very relaxing hotel but very close to the busy streets of London if you want to explore, A beautiful hotel with excellent facilities Unfortunately it s a little far out taxi to Sloane Square about 10 and there s not much to do in an evening Staff were extremely helpful and polite and we were thrilled to be given a complimentary upgrade to marina view suite, Clean modern comfortable roomy lovely roomy suite shower and bath and bidet very clean and comfortable food and drink very good if a little expensive Thames path good for my mprning run or walk if feeling lazy Staff first class","Breakfast included would have been nice Apart from that no faults at all, Prices were very expensive this time although I booked months in advance, At times the staff took your order but would come with something else But I did not complain about that As they appear busy"
The Chesterfield Mayfair,9.1,35 Charles Street Mayfair Westminster Borough London W1J 5EB United Kingdom,8/3/2017,W1J 5EB,London,51.5076899,-0.1471358,"Leisure trip, Couple, Classic King Twin Room, Stayed 2 nights","The Hotel was convenient very clean the food was excellent the staff were friendly helpful and very polite You really great you can t knock it, We were delighted in particular by the high calibre of the staff They were always extremely polite friendly helpful and highly efficient They were always anxious to do their best for the hotel s guests The hotel management clearly takes customer care very seriously indeed The Chesterfield Mayfair provided superb service and an excellent experience We found that the hotel was outstanding in every key department The hotel far exceeded our expectations, We were at Hyde Park for a concert so the last thing we were thinking about was the hotel but it was just perfect Easy taxi ride from Paddington great location in Mayfair bar with choice of gins was exceptional bed was huge and breakfast really good In fact breakfast was so good and filling we missed lunch All staff were really friendly and helpful","The air conditioning was a bit noisy, There was nothing I didn t like, I guess the hotel caters for North American visitors mostly as it was a bit Old Fashioned They like that kind of thing with regard to d cor Fully functional and clean but lots of dark wood panels etc which dates it although I suspect they have gone to great lengths to recreate this look"
The Cleveland,8.2,39 40 Cleveland Square Westminster Borough London W2 6DA United Kingdom,7/5/2017,W2 6DA,London,51.5139692,-0.1828202,"Leisure trip, Group, Luxury 1 Bed Suite, Stayed 2 nights","The room is bigger than your average London hotel room We loved the added bonus of floor to ceiling windows and a terrace balcony 10 minute walk to either Queensway Bayswater or Paddington tube train stations Quiet location overlooking the private community garden in the square, Very comfy bed Very clean room with great facilities Also requested quiet room which provided my mother and I a very peaceful night s sleep, Had the studio room and was very happy great location friendly and helpful staff getting into the main parts of London was very very easy I would stay here again and recommend it","You couldn t lie in bed to watch TV, The Cleveland Hotel was a little difficult to find as the name was not easily spotted which was a shame as the inside was spotless, My only recommendation would be tea and coffee facilities in the room However the hotel reception did have posh coffee available and you could take back to the room"
The Colonnade,7.8,2 Warrington Crescent Westminster Borough London W9 1ER United Kingdom,6/24/2017,W9 1ER,London,51.5243286,-0.1846623,"Leisure trip, Couple, Classic Double Room, Stayed 4 nights, Submitted from a mobile device","The bed was comfortable with good quality bedding, Got upgraded into the massive Garden Suite very traditional quintessentially British design Could be modernised, We stayed in a room with a four poster bed which was very comfortable The staff were excellent very friendly and helpful Although the hotel is not centrally situated the Warwick Avenue U G station is less than 200 metres away","The room and particularly the en suite were really small We were disappointed that teabags used toilet paper and some toiletries were not replaced until we requested this, Felt like the building and the room could do with a refresh, The bathroom was so hot from the heat produced by the towel rail I was told by reception that someone would come to my room to have a look at it but was asked in the meantime to turn the fan on but it was noisy and didn t reduce the heat that much Likewise the temperature of the water was very hot even on the lowest setting The bathroom itself was clean and there were clean towels every day"
The Connaught,9.3,Carlos Place Westminster Borough London W1K 2AL United Kingdom,1/22/2017,W1K 2AL,London,51.5101556,-0.1496314,"Leisure trip, Couple, Superior King Room, Stayed 1 night, Submitted from a mobile device","Oozes class and style great spot in Mayfair rooms are great and could have stayed in shower all day long If you are feeling decadent then don t consider anywhere else, The best hotel I have ever stayed in the care and attention taken by all staff was beyond what I expected The whole hotel was magnificent and I will certainly be staying here again, staff behaviours excellent attentive but not overbearing The quality of food excellent the fixtures and fittings excellent the ambiance excellent","Nothing, Nothing, Nothing was a disappointment things could not have been better for us"
The Cranley Hotel,7.8,10 Bina Gardens South Kensington Kensington and Chelsea London SW5 0LA United Kingdom,7/4/2017,SW5 0LA,London,51.4916378,-0.1832833,"Leisure trip, Couple, Superior Double Room, Stayed 2 nights","Lovely location quirky building hotel very helpful friendly Staff, The staff were welcoming and friendly the bed was very comfortable the location and interior design was pleasant, The hotel was like a Georgian country house transplanted into London Lovely room and so quiet I normally use earplugs in London but there was no noise at all and the bed was very comfortable A mobile phone for guests from overseas was a nice touch although I didn t need it myself Proper hangers and a good sized bathrobe were a refreshing change The shower was very powerful like getting a rub down from a Soviet masseuse Would definitely recommend for people who don t want ultra modern decor and prefer some old fashioned touches but still want all mod cons","Chipped sink water stains in blinds and curtains Decor a little dated and could benefit from a make over Noisy ineffective portable air conditioning unit provided in room No slippers provided in room Overpriced snacks and mini bar Crisps 2 small bottle of wine 15 Overpriced continental Breakfast Tea Juice and toast approx 10 Would also benefit if hotel provided tea and coffee making facilities in room, There were no tea making facilities in the room which was a bit disappointing although staff did offer to bring tea up to our room which was nice, The shower room was small not a deal breaker for me but might be for some although the shower itself was a good size A little bit of wear and tear in some areas but no worse than in any other busy hotel"
The Cumberland A Guoman Hotel,7.5,Great Cumberland Place Westminster Borough London W1H 7DL United Kingdom,7/31/2017,W1H 7DL,London,51.514879,-0.1606501,"Leisure trip, Group, Standard Twin Room, Stayed 1 night","Excellent comfy bed good duvet and pillow ironing board came in very handy, Very comfy beds and quiet cool room, The super king bed was very comfortable The room was air conditioned and easily controllable within the room The shower was really big and great water pressure","Fire drill on the Sunday morning was a bit of a nightmare We did not get told what was going on My friend was in the shower at the time I was in my pyjamas we both rushed out into the street there did not seem to be anyone in charge If someone had checked us off a list we could have gone for a coffee or a sit down in a caf I really appreciate fire drill have to be done and I am really glad they are but more organisation next time please, The elderly lady next door asked my friend and I to talk quieter this was at 2145 approx so I decided to leave the premises and crash at my friend s but I will stay at the Cumberland in the future It has a really nice overall vibe, Bags were left to be delivered to room This did not happen as it should have and time was spent late at night trying to collect the bag from left luggage when we wanted to sleep"
The Curtain,9.1,45 Curtain Road Hackney London EC2A 4PJ United Kingdom,8/2/2017,EC2A 4PJ,London,51.5237209,-0.0806178,"Leisure trip, Family with young children, King Room, Stayed 1 night, Submitted from a mobile device","Lovely staff bed was so comfortable could of stayed longer, Gorgeous hotel Has an exclusive feel my husband and I were made to feel important as soon as we came in The concierge Andrew could not be more helpful The staff in the rooftop resturant were also friendly and attentive Although we didnt use it the swimming pool was a nice touch The hotel bedroom was well set out it was our anniversary and we were left some lovely sweets and a card which was very thoughtful The comfortable beds huge tv large bathroom and shower come steam room cool retro touches all added to the mood of the place We danced the night away in the live music room For a new hotel The Curtain really surpassed my expectations and deserves every one of its 5 stars, Beautifully furnished the bathroom was fantastic Room a little small but well thought out Food at the roof top bar was scrummy The bar atmosphere at Red Rooster was great","As we travelled by underground was a bit of a walk from station area could be nicer but once your inside your it worth it, No notes Although personally I would have prefered a proper door on the bathroom rather than a sliding one, Can t think of anything"
The Dorchester Dorchester Collection,9.1,53 Park Lane Westminster Borough London W1K 1QA United Kingdom,4/20/2017,W1K 1QA,London,51.5074007,-0.1524593,"Leisure trip, Couple, Studio Suite, Stayed 1 night, Submitted from a mobile device","The bed was very comfortable and the room was very clean, The location for our trip was ideal The breakfast was excellent lovely room and menu choice, Simply the most exclusive and best hotel in London Great to see that the rooms are no longer dated Amazing food amazing location Amazing concierge service Pure luxury","Would prefer a room with a balcony, The layout of the ground floor of the hotel was not very welcoming at all people having afternoon tea in the main area ie the street avenue completely inappropriate along with those people who are accessing the Chinese restaurant attached to the hotel not great for guests inability as a guest to Get a table at the bar or sit at a table due to protocol ie reserved for those eating due to the number of reserved tables, Wish I didn t have to leave"
The Drayton Court Hotel,8.8,2 The Avenue Ealing London W13 8PH United Kingdom,8/2/2017,W13 8PH,London,51.5141842,-0.3192925,"With a pet, Business trip, Couple, Double Room, Stayed 1 night","Lovely comfortable bed and the shower was great I particularly loved the fact that they ve actually placed a hairdryer where you can easily find it that it s right by a mirror for styling Seems insignificant but I can t tell you the amount of hotels where the hairdryer is nowhere near a mirror We even played table tennis in the garden in the evening and drank cocktails served by a knowledge barman If you have to away from home on business hotels like this make it really enjoyable I ll be back, I couldn t fault the hotel Great staff that couldn t do enough for me their receptionist even went as far as to offer to lend me her husband s cufflinks when I discovered I d left mine behind, Close by to the train station with a regular service to central London Plenty of shops in the surrounding area Room was nicely decorated as was the whole of the hotel The staff were very friendly and helpful","Nothing, Reception was in a difficult location as you have to move to allow guests access to the lift, Half an hour tube journey from central London didn t really bother us too much and wouldn t put me off from staying here again"
The Exhibitionist Hotel,8.4,8 10 Queensberry Place Kensington and Chelsea London SW7 2EA United Kingdom,8/2/2017,SW7 2EA,London,51.4947754,-0.177789,"Leisure trip, Group, Superior Double Room with Balcony, Stayed 1 night, Submitted from a mobile device","The hallways were all decorated in different themes of art the rooms the same Was absolutely incredible, We had a very imaginatively decorated room trash city suite it was spacious and comfortable Staff friendly and helpful Happy hour cocktails is much appreciated given London pricing, Boutique hotel with individual decor in the public spaces Lots of quirky art changing exhibitions Very comfortable bed and bed linen Excellent bathroom Helpful friendly staff Excellent breakfast","The 24 hour room service was sourced from outside restaurants and took 45 minutes We received stone cold burgers and chips at midnight, Breakfast not included in price, Awful view from room also quite small Could do with fridge in room"
The Franklin Hotel Starhotels Collezione,8.8,24 Egerton Gardens Kensington and Chelsea London SW3 2DB United Kingdom,4/20/2017,SW3 2DB,London,51.4960283,-0.1686355,"Leisure trip, Group, Superior Double Room, Stayed 2 nights","Staff are very friendly and the hotel is a hidden gem in the thriving district, They went over and above to make the weekend special for example they left birthday messages and a complimentary little cake for my husband as it was his birthday They also upgraded up for free to a junior suite The bathroom was amazing it had 2 shower heads that work independently to allow a couple to show together yet apart no arguing over the temperature It had a glass door which turned it into a kind of steam room which was fab They had a good knowledge of the local areas included nice local pubs The location was PERFECT for exploring the surrounding area with really close transport links into different areas of London It was really quiet despite being just one road back from the main strip so we were really pleased with the privacy A great stay from start to finish, It s the first time I m writing review for the hotel as this hotel is very wonderful The staffs are so warm and polite All of them and all the time Love them so much We came back hotel late and wanted to order some food although the restaurant of hotel was close the staff helped us to order the food and brought the delivery to our room They are so sweet The hotel and the room were very beautiful as well","Noise from the corridor in the morning is quite disturbing But this just happened once, We didn t get a turn down service However I m not sure whether our room was on do not disturb or not though so it may not have been the hotels fault Also the breakfast was a tad pricey but it was very yummy Italian inspired which was great and we got it brought to the room at no extra cost They even managed to accommodate my husband s request of scrambled eggs which weren t on the menu, It is a pity that there is no free bottle of water or a boiling machine provided in the room Feel so thirsty in the morning as I need to drink water when I woke up That is the only one disadvantage"
The Gore Hotel Starhotels Collezione,8.6,190 Queen s Gate Kensington and Chelsea London SW7 5EX United Kingdom,8/3/2017,SW7 5EX,London,51.5001979,-0.1795357,"Leisure trip, Solo traveler, Double Room, Stayed 1 night, Submitted from a mobile device","Staff are exceptionally friendly and helpful Very comfortable room Good quality food, The room was cosy with lots of period features and extravagant furnishings Booked this hotel as it was near to Hyde park and also around the corner from the Albert Hall, Amazing history 1890 s hotel with well designed decor to fit the period Beggars banquet launch party was held here Convenient for Albert hall Fabulous oak bedstead looked like early Liberty gothic arts and crafts","Front of hotel is difficult to identify due to scaffolding as renovations are in progress Drinks prices are a bit silly e g A spritzer bottle of water and a coffee pushed my 25 three course evening meal bill to 54 including service charge, No fault of the hotel but the building exterior is currently surrounded by scaffolding so could get noisy as work is being done Hopefully the hotel will look fresh and new once the work is all complete, Most hotels hotels at this price range offer free water wider range of teas biscuits etc A very minor gripe but it seems a little stingy"
The Goring,9.4,15 Beeston Place Westminster Borough London SW1W 0JW United Kingdom,8/2/2017,SW1W 0JW,London,51.4975621,-0.145551,"Leisure trip, Solo traveler, Delightful Queen Room, Stayed 3 nights","Very attentive service staff knew your name sumptuous rooms attention to detail Immactulate service Nothing a problem Location was great for Victoria Station and visit to Buckingham Palace, Fabulous hotel great location within walking distance of Victoria station so access to all of London via underground Easy walking distance to Buckingham Palace The Mall Trafalgar Square and on to Leicester Square Covent Garden and ChinaTown Whitehall Horseguards Downing Street Cenotaph Churchills War Rooms and Houses of Parliament Westminster Abbey and Westminster Bridge The hotel itself is beautiful and oozes quality and great customer service Absolutely beautiful, Great food and almost all the staff were great","Lift was a bit slow, There was nothing that we didn t like Maybe the drinks from the bar could have been a bit cheaper but compared to other hotels at least when you are charged a premium you get quality, Nothing of real consequence although they did charge me for cleaning I did not have done However it was the hotel that pointed this out to me and provided an immediate refund"
The Grand at Trafalgar Square,8.3,8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom,8/3/2017,WC2N 5BY,London,51.506935,-0.126012,"Leisure trip, Couple, Standard Queen Room, Stayed 2 nights, Submitted from a mobile device","Brilliant location A cupboard in the corridor from where guest could help themselves to refills of all beverages and bathroom accessories An ice machine and a chilled water machine in the corridor was a really bonus Very quiet considering the location, The hotel was superb but the room was in the middle of the hotel without a window but otherwise very good the room was of a good size with air conditioning a large TV and good WiFi The bed was extremely comfortable and the shower first class, The staff were helpful but not obtrusive overpowering The downstairs bar dining area was roomy welcoming with a nice blend of traditional modern Water dispensers in the corridors a fridge microwave a nice touch","Room was a dark but not a major issue, Nothing other than the window, Nothing It couldn t have been improved on"
The Grosvenor,8.4,101 Buckingham Palace Road Westminster Borough London SW1W 0SJ United Kingdom,7/20/2017,SW1W 0SJ,London,51.4956657,-0.1452793,"Leisure trip, Couple, Deluxe Double Room, Stayed 1 night, Submitted from a mobile device","The location is fantastic and would definitely stay there again, Excellent location beside Victoria train station and the Apollo theatre also a short walk to Buckingham Palace Trafalgar Square within walking distance too, Lovely atmosphere excellent staff in executive lounge","Calling reception or the Concierge the phone would just ring and ring but if you called in on the external line you were answered immediately, Miss the hot full English breakfast they used to serve in the Executive lounge when we stayed before, Finding room"
The Hari London,9.2,20 Chesham Place Kensington and Chelsea London SW1X 8HQ United Kingdom,10/29/2016,SW1X 8HQ,London,51.4973203,-0.1562558,"Leisure trip, Couple, Superior King Room, Stayed 2 nights, Submitted from a mobile device","Excellent staff, Comfy bed Extremely pet friendly and will definitely be back, Great location","Nothing, Lighting is a bit dark in the room but it s cozy overall, Include breakfast in rate"
The Henrietta Hotel,9.2,14 Henrietta Street Westminster Borough London WC2E 8QH United Kingdom,7/13/2017,WC2E 8QH,London,51.5109079,-0.1238221,"Leisure trip, Couple, Standard Double Room, Stayed 1 night, Submitted from a mobile device","Great staff Very comfortable bed Lots of luxury extras in the room Good quality The staff took notice of my email mentioning it was our wedding anniversary A lovely bottle of fizz awaited us in the room and a Congratulatory note, Perfect hotel if you re visiting the theatre All the comforts including aircon If there is one thing that could be improved and I m being very picky it would be better tea facilities and milk It was however perfect for coffee drinkers It s not a big issue and it certainly wouldn t put me off booking a stay there again, Rooms and staff are beautiful","A few maintenance issues were being addressed Which I m sure have been ironed out now The air conditioning didn t work but portable units were brought to the room before we had realised No complaints really You pay for the location too so it is pricey I think breakfast at least a continental should have been included, There was an issue in the night with terrible noise and so had to swap rooms Really not what we d expect from such a beautiful looking hotel Hotel was specifically booked as very close to a shoot location that we had a very early start in so it was particularly disappointing to have such a bad nights sleep, I ordered the cheapest wine on the menu and it was gross The juice I really wanted for breakfast that was on the menu wasn t available"
The Hoxton Holborn,9.2,199 206 High Holborn Camden London WC1V 7BD United Kingdom,8/3/2017,WC1V 7BD,London,51.5172398,-0.1220324,"Leisure trip, Couple, Deluxe Room, Stayed 1 night, Submitted from a mobile device","The location was great absolutely lovely room with an excellent bed and a fantastically great shower and the possibility of a very late check out, The decor was so beautiful The staff were really friendly and they even left a birthday message and bottle of champagne in our room with two glasses It was a really lovely gesture and really made the trip special Bed was so comfy room service breakfast was delicious we thoroughly enjoyed our stay at The Hoxton and we ll definitely be back, Very comfortable bed Fairly small but well designed room Good sound proofing Great location if you want Covent Garden area Modern stylish bathroom","There was nothing that we didn t like about the hotel, The only breakfast provided is left in a paper bag outside room You get fresh orange juice a pot of yoghurt with granola and a banana You make your own coffee in the room with real coffee bags and fresh milk is provided That might be just what someone wants but if you are on holiday or have a long day ahead you might prefer a sit down breakfast to be included You can buy breakfast in the restaurant in the foyer, The area is pricey but we knew that already"
The Hoxton Shoreditch,9.0,81 Great Eastern Street Islington London EC2A 3HU United Kingdom,7/30/2017,EC2A 3HU,London,51.5255136,-0.082927,"Leisure trip, Couple, Deluxe Double Room, Stayed 1 night","Room was nice and clean breakfast was a lovely touch, Location feel atmosphere look comfortable beds design unique but welcoming, The location is great friendly staff nice area close to brick lane many good restaurants in the area close to old street station northern line","The only thing I could fault would be that the room was too hot and no air con however we did stay on a really hot day, Bluetooth speaker would have been nice and a savoury option for breakfast bag but these are very small negatives, I called afterwards as I didn t receive my receipt by email took me ages on hold for 15 mins to get through to anyone and still have not received the email with the invoice"
The Justin James Hotel,8.3,43 Worple Road Wimbledon London SW19 4JZ United Kingdom,7/16/2017,SW19 4JZ,London,51.4202661,-0.211268,"Leisure trip, Solo traveler, Double Room, Stayed 1 night","Very convenient location for visit to Wimbledon Small amount of off street parking Technically no restaurant at the property but good choice of reasonably priced breakfast fare available at adjoining cafe with communicating door from the hotel Staff friendly and helpful, Really great little find perfect for going to Wimbledon Staff were extremely kind and helpful The room I was in was spotlessly clean modern and bright Advertised as single but the bed was a large single for sure On the main road but really not too noisy at all Breakfast at the cafe next door was superb again lovely and clean place lovely decor you can also sit outside Not too expensive either for London 10 out of 10 If I get luckly enough to get tickets for Wimbledon again I will definitely be back here, Fantastic find We needed a place to stay near enough to Clapham Common to make an early start for the London to Brighton bike ride and were fortunate to find this Very easy parking at the hotel and an easy stroll into Wimbledon for a great choice of places to eat or drink or shop The owner couldn t be more friendly or helpful and had even put a fan in our room which was a lovely gesture and helped a little on a day that was in the 30s The room was very clean and though compact had everything we needed","The bathroom needed an airing to freshen the air but it was a particularly hot day so understandable Perhaps an option of breakfast to go for early leavers would be a real bonus but that s just an idea, Room 20 is a shoebox I ve stayed at this hotel a number of times over the years on business trips I ve always been impressed Spotless rooms comfortable beds and good location However this room did not live up to my expectations It was the last room available when I booked so I was aware there was no en suite which to be fair I ve always booked before However the bathroom was on a different floor and my room did not have space for a sink, En suite for the price"
The Kensington Hotel,8.7,109 113 Queen s Gate Kensington and Chelsea London SW7 5LR United Kingdom,6/11/2017,SW7 5LR,London,51.4925478,-0.1780611,"Leisure trip, Couple, Superior Double Room, Stayed 4 nights","Room service food was very good, The hotel felt grand but not in an uncomfortably way The staff were very friendly probably the biggest plus point for the hotel The bar was also very good, 25th wedding anniversary and a bottle of fizz and cakes with happy anniversary card left in our room on return from shopping a lovely touch Beds really comfy and after evening meal in the restaurant the bed had been turned down chocolates on the pillows and fresh towels in the room Concierge really helpful and attentive with luggage and directions","Room we booked was advertised as a superior however our room was tiny and when I told the reception staff we had booked a superior room we were told that was their base room meaning it was standard Thought they would upgrade us as it s really a little bit false advertising but they didn t although they did move us to a slightly bigger room, Room on the small side, The rooms are very small but well appointed especially the bathroom and you can hear a lot of noise from other rooms"
The Kings Head Hotel,8.9,214 High Street Acton London London W3 9NX United Kingdom,8/2/2017,W3 9NX,London,51.5079153,-0.2730145,"Leisure trip, Couple, Superior Double Room, Stayed 1 night, Submitted from a mobile device","Spacey and luxuorios room for a reasonable price in London Very comfortable bed and you have everything you need The staff were all very service minded and helpful Nice pub on the ground floor of the hotel, We had to book this place when we found out that the other place we had booked in advance was a hell hole It was 6pm July 1st Saturday only a few offers left available we didn t have a choice so we booked this one The location wasnt t perfect but we found it easily 15 20 min walk from Acton Town tube station it s good for travelling via Heathrow Airport The building looks lovely outside and fresh inside everything was new it was a pleasure to stay in shame just for a night Comfy bed high tech lighting huge flatscreen tea coffee facilities mini fridge with 2 bottles of water blinders and curtains good soundproof no bad smells and no little animals And the highlight was the bathroom with spacious area full toilette facilities including modern hairdryer and a perfect shower The pub on the ground floor was lovely we spent some time there too didn t have a breakfast though but I believe it would be nice and not expensive due to the menue we looked through You can also use Morrisons just few steps to the right or other local pubs and mini shops to get some food and drinks I definitely recommend this hotel to people who can afford it or if there are special deals, A beautiful boutique hotel that absolutely ticked every box The staff were all very polite and helpful the room was lovely I asked for a quiet room and my 1st floor deluxe double was extremely well appointed with a luxury feel and a great modern bathroom My room size was compact but it really wasn t an issue The bedroom had a large LED television and there was also a screen over the bath very swish The lighting in the bathroom was very good and made applying my makeup a breeze often a problem in other hotels There was no parking on site nor any street parking locally However I used JustPark and managed to park off road nearby in a residential area overnight for 10 70 and it was a 6 minute walk away I had a Chicken Caesar Salad for dinner and it was excellent best I ve had for years Breakfast was truly superb the best English Breakfast I ve had bar none sorry mum Lovely morning staff too really made the start to the day a pleasure The bed was excellent and I had a terrific night s sleep with no noise from the street or other guests I found this hotel by chance and I wasn t too sure if Acton was perhaps too far out from the City but the location was actually really good with swift access to and from the M4 So it s without any hesitation I wholeheartedly recommend this lovely hotel to business users looking for high standards without any stuffiness I know you won t be disappointed","The location might not be ideal if you re in London for tourism or want to be in Central London But the hotel is accessable through public transport and it takes about 45 minutes to Central London, The district itself isn t exciting but there is a good public transport service also few parks nearby to walk The tap water isn t suitable to drink at all don t try to make a tea or coffee with it But this is London not a hotel fault The price for a night was expensive for us we usually stay at the places twice cheaper But at least we got a beautiful shelter after the hole we had to run away, It was a bit of a trek from the tube a good 10 minutes If you have cases it s not ideal Also it s not in the nicest area Up coming I m sure but at the moment if you are arriving on foot you have to walk through a run down high street to reach the Hotel"
The LaLit London,9.3,181 Tooley Street Southwark London SE1 2JR United Kingdom,7/22/2017,SE1 2JR,London,51.5032524,-0.078179,"Leisure trip, Couple, Deluxe Double Room, Stayed 1 night","We stayed at the LaLit for the night of our wedding party and the staff made us feel so so special They really went out of their way to provide us with exceptional service, clean climatically cool and close to our intended destinations and a truly pleasant change from the usual brand offerings A glass of iced water and comfortable chairs for check in luggage whisked away to the very comfortable room We didn t sample the cuisine on this occasion but will certainly return when needing to stay in the area Oh and we has a glimpse of the river and across to the square mile which was a bonus, Staff were very welcoming and couldn t have been more helpful right down to an extra umbrella for the awful weather","Absolutely nothing, Background music in the bar at times become a distraction, The toilets are the best but the heated seats really are a bit to warm"
The Lanesborough,9.4,Hyde Park Corner Westminster Borough London SW1X 7TA United Kingdom,7/20/2017,SW1X 7TA,London,51.50303,-0.15242,"Leisure trip, Couple, Deluxe Room, Stayed 2 nights","Very nice food everywhere Hidden television very clever, The rooms are huge for central London and the attention to detail in relation to all amenities is phenomenal, Well where do I start the lanes borough most certainly lives up to its ratings My partner and I absolutely loved our time here It was our anniversary and I m glad we spent it here The staff and service for sure is 10 10 They even went as far as to give us a surprise complementary desert wishing us a happy anniversary and free Champaign and strawberries placed in our room whilst we were at dinner in the wonderful Celeste restaurant I 100 suggests this hotel Quality food drinks rooms and staff","The clever electronic controls failed TWICE despite an engineer fixing them The layout had been designed by that Chinese cartographer Confusion No brush in the loo or even hidden in a cupboard Excessive use of gold decorations, Breakfast should be included at these prices, nothing"
